/Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/center_2019_07_22_13_56_54_777.jpg, /Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/left_2019_07_22_13_56_54_777.jpg, /Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/right_2019_07_22_13_56_54_777.jpg, 0, 0, 0, 0.0003127265
/Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/center_2019_07_22_13_56_54_880.jpg, /Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/left_2019_07_22_13_56_54_880.jpg, /Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/right_2019_07_22_13_56_54_880.jpg, 0, 0, 0, 0.0003128529
/Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/center_2019_07_22_13_56_54_980.jpg, /Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/left_2019_07_22_13_56_54_980.jpg, /Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/right_2019_07_22_13_56_54_980.jpg, 0, 0, 0, 0.0003123167
/Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/center_2019_07_22_13_56_55_089.jpg, /Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/left_2019_07_22_13_56_55_089.jpg, /Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/right_2019_07_22_13_56_55_089.jpg, 0, 0, 0, 0.0003121759
/Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/center_2019_07_22_13_56_55_192.jpg, /Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/left_2019_07_22_13_56_55_192.jpg, /Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/right_2019_07_22_13_56_55_192.jpg, 0, 0, 0, 0.0003125719
/Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/center_2019_07_22_13_56_55_300.jpg, /Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/left_2019_07_22_13_56_55_300.jpg, /Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/right_2019_07_22_13_56_55_300.jpg, 0, 0, 0, 0.0003158889
/Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/center_2019_07_22_13_56_55_400.jpg, /Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/left_2019_07_22_13_56_55_400.jpg, /Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/right_2019_07_22_13_56_55_400.jpg, 0, 0, 0, 0.0003128319
/Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/center_2019_07_22_13_56_55_508.jpg, /Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/left_2019_07_22_13_56_55_508.jpg, /Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/right_2019_07_22_13_56_55_508.jpg, 0, 0, 0, 0.0003118639
/Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/center_2019_07_22_13_56_55_615.jpg, /Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/left_2019_07_22_13_56_55_615.jpg, /Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/right_2019_07_22_13_56_55_615.jpg, 0, 0, 0, 0.0003142275
/Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/center_2019_07_22_13_56_55_720.jpg, /Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/left_2019_07_22_13_56_55_720.jpg, /Users/andrewhinton/Documents/tut storage that you want to delete later on/IMG/right_2019_07_22_13_56_55_720.jpg, 0, 0, 0, 0.0003130674
